gene1,gene2,neighborhood,fusion,cooccurence,homology,coexpression,experimental,knowledge,textmining,combined_score,node1_stringid,node2_stringid,node1,node2
Arpc4,Brk1,0.0,0.0,0.0,0.0,0.117,0.0,0.9,0.18,0.921,string:10090.ENSMUSP00000114839,string:10090.ENSMUSP00000041644,Arpc4,Brk1
Hrh1,Oxtr,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.068,0.902,string:10090.ENSMUSP00000086383,string:10090.ENSMUSP00000051132,Hrh1,Oxtr
Ghrl,Oxtr,0.0,0.0,0.0,0.0,0.0,0.064,0.9,0.0,0.902,string:10090.ENSMUSP00000069567,string:10090.ENSMUSP00000051132,Ghrl,Oxtr
Hrh1,Ghrl,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.9,string:10090.ENSMUSP00000086383,string:10090.ENSMUSP00000069567,Hrh1,Ghrl
Sec13,Fancd2,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.9,string:10090.ENSMUSP00000032440,string:10090.ENSMUSP00000030813,Sec13,Apitd1
Rpusd3,Thumpd3,0.068,0.0,0.0,0.0,0.0,0.084,0.0,0.649,0.675,string:10090.ENSMUSP00000108715,string:10090.ENSMUSP00000032398,Rpusd3,Thumpd3
Arpc4,Ttll3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.603,0.603,string:10090.ENSMUSP00000114839,string:10090.ENSMUSP00000032414,Arpc4,Ttll3
Slc6a11,Atg7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.567,0.567,string:10090.ENSMUSP00000032451,string:10090.ENSMUSP00000023343,Slc6a11,Atg3
Brpf1,Tada3,0.0,0.0,0.0,0.0,0.0,0.324,0.0,0.174,0.417,string:10090.ENSMUSP00000108742,string:10090.ENSMUSP00000032410,Brpf1,Tada3
Atp2b2,Syn2,0.0,0.0,0.0,0.0,0.204,0.0,0.0,0.192,0.329,string:10090.ENSMUSP00000086398,string:10090.ENSMUSP00000009538,Atp2b2,Syn2
Jagn1,Sec13,0.0,0.0,0.0,0.0,0.319,0.0,0.0,0.0,0.319,string:10090.ENSMUSP00000098631,string:10090.ENSMUSP00000032440,Jagn1,Sec13
Arpc4,Tada3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.308,0.309,string:10090.ENSMUSP00000114839,string:10090.ENSMUSP00000032410,Arpc4,Tada3
Il17re,Il17rc,0.0,0.0,0.0,0.0,0.111,0.0,0.0,0.184992,0.268,string:10090.ENSMUSP00000062103,string:10090.ENSMUSP00000055343,Il17re,Il17rc
Timp4,Syn2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.22,string:10090.ENSMUSP00000032462,string:10090.ENSMUSP00000009538,Timp4,Syn2
Atp2b2,Slc6a1,0.0,0.0,0.0,0.0,0.136,0.0,0.0,0.122,0.209,string:10090.ENSMUSP00000086398,string:10090.ENSMUSP00000032454,Atp2b2,Slc6a1
Lhfpl4,Mkrn2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.204,0.204,string:10090.ENSMUSP00000124470,string:10090.ENSMUSP00000000449,Lhfpl4,Mkrn2
Sec13,Mkrn2,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.2,string:10090.ENSMUSP00000032440,string:10090.ENSMUSP00000000449,Sec13,Mkrn2
Grm7,Mkrn2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.192,0.192,string:10090.ENSMUSP00000133957,string:10090.ENSMUSP00000000449,Grm7,Mkrn2
Sec13,Emc3,0.0,0.0,0.0,0.0,0.184,0.0,0.0,0.0,0.184,string:10090.ENSMUSP00000032440,string:10090.ENSMUSP00000032425,Sec13,Emc3
Cav3,Lmcd1,0.0,0.0,0.0,0.0,0.184,0.0,0.0,0.0,0.183,string:10090.ENSMUSP00000074922,string:10090.ENSMUSP00000032376,Cav3,Lmcd1
Lmcd1,Vhl,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.183,0.183,string:10090.ENSMUSP00000032376,string:10090.ENSMUSP00000026269,Lmcd1,Limd1
Atp2b2,Sec13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.172,0.172,string:10090.ENSMUSP00000086398,string:10090.ENSMUSP00000032440,Atp2b2,Sec13
Ttll3,Ogg1,0.0,0.0,0.0,0.0,0.0,0.166,0.0,0.0,0.165,string:10090.ENSMUSP00000032414,string:10090.ENSMUSP00000032406,Ttll3,Ogg1
Atp2b2,Oxtr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.164,0.163,string:10090.ENSMUSP00000086398,string:10090.ENSMUSP00000051132,Atp2b2,Oxtr
Cav3,Oxtr,0.0,0.0,0.0,0.0,0.0,0.064,0.0,0.142,0.162,string:10090.ENSMUSP00000074922,string:10090.ENSMUSP00000051132,Cav3,Oxtr
Arpc4,Sec13,0.0,0.0,0.0,0.0,0.162,0.0,0.0,0.0,0.161,string:10090.ENSMUSP00000114839,string:10090.ENSMUSP00000032440,Arpc4,Sec13
Grm7,Syn2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.156,0.155,string:10090.ENSMUSP00000133957,string:10090.ENSMUSP00000009538,Grm7,Syn2
Jagn1,Atp2b2,0.0,0.0,0.0,0.0,0.0,0.152,0.0,0.0,0.151,string:10090.ENSMUSP00000098631,string:10090.ENSMUSP00000086398,Jagn1,Atp2b2
